"Humcfs_id","chromosome_number","name","chrlocation","cytoband","type","frequency","gene_ensembl_id","gene_name","havana_transcript_id","gene_location","gene_orientation","exon_id","exon_number","gene_description","disease_description","miRNA_location","miRNA_strand","miRNA_id","miRNA_name","miRNA_derived","pmid"
"4758","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000160111","CPAMD8","OTTHUMT00000462970","16892951-16903598","-","ENSE00002980056, ENSE00003629603, ENSE00003616619, ENSE00003489366, ENSE00001748335, ENSE00001679971, ENSE00001754258, ENSE00001731926, ENSE00003047188","9","C3 and PZP-like, alpha-2-macroglobulin domain containing 8","Pituitary Diseases,Prostate carcinoma,Malignant neoplasm of lung,Diabetic Retinopathy,Idiopathic pulmonary hypertension,Neoplasm Metastasis,Central neuroblastoma,Lip and Oral Cavity Carcinoma,Non-Small Cell Lung Carcinoma,Malignant neoplasm of breast,Mammary Neoplasms,Breast Carcinoma,Malignant neoplasm of prostate,Neuroblastoma,Carcinoma of lung,Amyotrophic Lateral Sclerosis,Renal Cell Carcinoma,Idiopathic pulmonary arterial hypertension,Cystitis,androgen independent prostate cancer,Multiple Sclerosis,Colitis,Tumor Progression,Colorectal Neoplasms,Malignant neoplasm of mouth,Malignant tumor of colon,Rheumatoid Arthritis,Carcinogenesis,Irritable Bowel Syndrome,Celiac Disease,Intestinal Neoplasms,Essential Hypertension,Xenograft Model,Non-Neoplastic Disorder,early pregnancy,Colon Carcinoma","NA","NA","NA","NA","NA","2714776"
"4759","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000160953","MUM1","OTTHUMT00000449505","1354977-1360711","+","ENSE00002769087, ENSE00003497820, ENSE00003787766, ENSE00003516442, ENSE00002841043","5","melanoma associated antigen (mutated) 1","Lymphoma,Lymphoma, Non-Hodgkin,B-Cell Lymphomas,Breast Diffuse Large B-Cell Lymphoma,Diffuse Large B-Cell Lymphoma,Plasmablastic lymphoma,Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type,Primary Effusion Lymphoma,Post-transplant lymphoproliferative disorder,Multiple Myeloma,Ki-1+ Anaplastic Large Cell Lymphoma,Primary cutaneous large B-cell lymphoma of the leg,Immunoblastic Large-Cell Lymphoma,Lymphoma, Follicular,Burkitt Lymphoma,Virus Diseases,Neoplasm Metastasis,HIV Infections,Disseminated Malignant Neoplasm","NA","NA","NA","NA","NA","2714776"
"4760","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000099330","OCEL1","OTTHUMT00000463313","17226253-17229219","+","ENSE00003165790, ENSE00003483331, ENSE00003679896, ENSE00003505037, ENSE00003646568, ENSE00003035102","6","NA","NA","NA","NA","NA","NA","NA","2714776"
"4761","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105122","RASAL3","OTTHUMT00000461332","15451658-15456599","-","ENSE00003087115, ENSE00003598019, ENSE00003503792, ENSE00003498449, ENSE00003522995, ENSE00003565458, ENSE00003217568","7","NA","NA","NA","NA","NA","NA","NA","2714776"
"4762","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000130383","FUT5","OTTHUMT00000452213","5865826-5870540","-","ENSE00002862104, ENSE00002879157","2","fucosyltransferase 5 (alpha (1,3) fucosyltransferase)","Liver carcinoma,Malignant neoplasm of stomach,melanoma,Carcinoma of lung,Prostatic Neoplasms,Colon Carcinoma,Malignant neoplasm of lung,Stomach Carcinoma,Adenocarcinoma of lung (disorder),Neoplasm Metastasis,Malignant tumor of colon,Secondary malignant neoplasm of liver","NA","NA","NA","NA","NA","2714776"
"4763","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000161847","RAVER1","OTTHUMT00000476216","10316212-10333546","-","ENSE00002901311, ENSE00003520343, ENSE00003477210, ENSE00003666897, ENSE00003468546, ENSE00001188023, ENSE00001301420, ENSE00001324128, ENSE00003475821, ENSE00003617008, ENSE00003555338, ENSE000013104","13","NA","NA","NA","NA","NA","NA","NA","2714776"
"4764","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000104885","DOT1L","OTTHUMT00000451250","2213590-2215867","+","ENSE00002750103, ENSE00003707214, ENSE00003707279, ENSE00002899374","4","DOT1-like histone H3K79 methyltransferase","Osteoarthritis, Knee,Cardiomyopathy, Familial Idiopathic,Pancytopenia,Carcinogenesis,leukemia,Leukemogenesis,Diabetic Nephropathy,Degenerative polyarthritis,Leukemia, Myelocytic, Acute,Colorectal Carcinoma,Virus Diseases,Polyuria,Myocardial Infarction,Lymphoma,Malignant neoplasm of breast,Cardiomyopathy, Dilated,Breast Carcinoma,Colorectal Cancer","NA","NA","NA","NA","NA","2714776"
"4765","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000141905","NFIC","OTTHUMT00000458320","3359683-3456600","+","ENSE00002849759, ENSE00001389269, ENSE00000951229, ENSE00000951230, ENSE00000951224, ENSE00003681589, ENSE00003594123, ENSE00002918862","8","nuclear factor I/C (CCAAT-binding transcription factor)","Colorado Tick Fever,Malignant neoplasm of stomach,Polycystic Ovary Syndrome,Neuroblastoma,Prostatic Neoplasms,Impaired cognition,Stomach Carcinoma,Tobacco Use Disorder,Neurofibromatosis 1,Neurofibromatoses,Central neuroblastoma,Dementia,Down Syndrome,Alzheimer's Disease","NA","NA","NA","NA","NA","2714776"
"4766","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000104980","TIMM44","OTTHUMT00000461603","7926721-7932746","-","ENSE00001306592, ENSE00003675207, ENSE00003468427, ENSE00003130134","4","translocase of inner mitochondrial membrane 44 homolog (yeast)","Thyroid carcinoma,Diabetic Nephropathy,Diabetes Mellitus,Obesity,Diabetes Mellitus, Non-Insulin-Dependent,Diabetes","NA","NA","NA","NA","NA","2714776"
"4767","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000198723","C19orf45","OTTHUMT00000458970","7498927-7501364","+","ENSE00003113073, ENSE00003134951","2","chromosome 19 open reading frame 45","Squamous cell carcinoma of the head and neck","NA","NA","NA","NA","NA","2714776"
"4768","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000104979","C19orf53","OTTHUMT00000453626","13774824-13778462","+","ENSE00002842479, ENSE00002897572","2","NA","NA","NA","NA","NA","NA","NA","2714776"
"4769","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000186723","OR10H1","OTTHUMT00000460364","15807003-15808126","-","ENSE00001336778","1","NA","NA","NA","NA","NA","NA","NA","2714776"
"4770","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105011","ASF1B","OTTHUMT00000459693","14120219-14136553","-","ENSE00002891653, ENSE00002750887, ENSE00002968152","3","anti-silencing function 1B histone chaperone","Multiple Sclerosis,Malignant neoplasm of breast,Breast Carcinoma","NA","NA","NA","NA","NA","2714776"
"4771","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000011451","WIZ","OTTHUMT00000461326","15421523-15433290","-","ENSE00003051196, ENSE00000688838, ENSE00000688837, ENSE00000688836, ENSE00000688835, ENSE00002263644, ENSE00001505339, ENSE00003103549, ENSE00003009676","9","NA","NA","NA","NA","NA","NA","NA","2714776"
"4772","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105612","DNASE2","OTTHUMT00000451792","12876254-12881466","-","ENSE00002945241, ENSE00000682697, ENSE00000682695, ENSE00000682693, ENSE00002788337","5","deoxyribonuclease II, lysosomal","Liver carcinoma,Lupus Erythematosus, Systemic,Rheumatoid Arthritis,Kidney Diseases,Lupus Erythematosus,Autoimmune Diseases,Splenomegaly,Bacterial Infections,Non-Small Cell Lung Carcinoma,Ischemia,Arthritis, Experimental","NA","NA","NA","NA","NA","2714776"
"4773","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000099840","IZUMO4","OTTHUMT00000450905","2097007-2099086","+","ENSE00002878799, ENSE00003737119, ENSE00003754748, ENSE00003745638, ENSE00003469484, ENSE00003517574, ENSE00002966386","7","NA","NA","NA","NA","NA","NA","NA","2714776"
"4774","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105519","CAPS","OTTHUMT00000452221","5911707-5915877","+","NA","0","calcyphosine","Familial Mediterranean Fever,Malignant neoplasm of prostate,Behcet Syndrome,Systemic onset juvenile chronic arthritis,Prostate carcinoma,Cryopyrin-Associated Periodic Syndromes,Ependymoma","NA","NA","NA","NA","NA","2714776"
"4775","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000129932","DOHH","OTTHUMT00000452934","3491731-3500913","-","ENSE00002959807, ENSE00003500861, ENSE00001056289, ENSE00001148668, ENSE00002775137","5","deoxyhypusine hydroxylase/monooxygenase","Malignant neoplasm of prostate,Prostate carcinoma,Malaria,Glioblastoma,B-Cell Lymphomas","NA","NA","NA","NA","NA","2714776"
"4776","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000183401","CCDC159","OTTHUMT00000458765","11346533-11351973","+","ENSE00002780001, ENSE00003518545, ENSE00003524243, ENSE00003582524, ENSE00003788521","5","NA","NA","NA","NA","NA","NA","NA","2714776"
"4777","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000180739","S1PR5","OTTHUMT00000452017","10514852-10517427","-","ENSE00002849654, ENSE00002749333","2","sphingosine-1-phosphate receptor 5","Malignant neoplasm of prostate,Diabetes Mellitus, Experimental,Prostate carcinoma,leukemia,Glioblastoma,Obesity","NA","NA","NA","NA","NA","2714776"
"4778","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000130313","PGLS","OTTHUMT00000464158","17511865-17521288","+","ENSE00003210444, ENSE00000895565, ENSE00003624869, ENSE00000895568","4","6-phosphogluconolactonase","Osteoporosis","NA","NA","NA","NA","NA","2714776"
"4779","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105643","ARRDC2","OTTHUMT00000471853","18008168-18010030","+","ENSE00003010148, ENSE00003703967, ENSE00003707213, ENSE00002979562","4","NA","NA","NA","NA","NA","NA","NA","2714776"
"4780","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000267673","FDX2","OTTHUMT00000325276","10310217-10315795","-","ENSE00001486132, ENSE00003531939, ENSE00001821531, ENSE00001866960","4","NA","NA","NA","NA","NA","NA","NA","2714776"
"4781","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000127445","PIN1","OTTHUMT00000451106","9835323-9848614","+","ENSE00000872705, ENSE00003652674, ENSE00002959109","3","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","Fanconi Anemia,Congenital hypoplasia of clavicle,Follicular adenoma,Periodontal Diseases,Motor Neuron Disease,HIV Infections,Nonalcoholic Steatohepatitis,Amyotrophic Lateral Sclerosis,Mammary Neoplasms,Pick Disease of the Brain,Steatohepatitis,Cervix carcinoma,Progressive Neoplastic Disease,Rheumatoid Arthritis,Prostatic Neoplasms,Multiple malignancy,Multiple tumors,Leukemia, Myelocytic, Acute,Neurodegenerative Disorders,Obesity,Gingival Diseases,Carcinoma in situ of prostate,Thyroid Neoplasm,Cessation of life,Impaired glucose tolerance,Malignant tumor of cervix,Progressive cGVHD,Squamous cell carcinoma of the head and neck,Adenoid Cystic Carcinoma,Sporadic Breast Carcinoma,Colorectal Cancer,Prostatic Intraepithelial Neoplasias,Prostate carcinoma,Acute Promyelocytic Leukemia,Ischemic Cerebrovascular Accident,Triple Negative Breast Neoplasms,Malignant neoplasm of breast,Ischemia,Breast Carcinoma,Malignant neoplasm of kidney,FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder),Neuroblastom","NA","NA","NA","NA","NA","2714776"
"4782","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000178951","ZBTB7A","OTTHUMT00000457622","4047742-4065732","-","ENSE00003106223, ENSE00001422884, ENSE00003005251","3","zinc finger and BTB domain containing 7A","Squamous cell carcinoma,Thymoma,Fanconi Anemia,Cervix carcinoma,Prostate carcinoma,Chronic Lymphocytic Leukemia,Pituitary Diseases,Neoplasm Metastasis,HIV Infections,Lung Neoplasms,Breast Carcinoma,Precocious Puberty,Malignant neoplasm of prostate,Carcinoma of bladder,Malignant neoplasm of breast,Precursor Cell Lymphoblastic Leukemia Lymphoma,Malignant neoplasm of lung,Developmental Disabilities,Acute lymphocytic leukemia,Lymphoma,Solid tumour,Rheumatoid Arthritis,Carcinogenesis,Prostatic Neoplasms,leukemia,Monosomy,Colorectal Carcinoma,FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder),Chronic arthritis,Cryptogenic sexual precocity,Benign Prostatic Hyperplasia,bone destruction,Non-Small Cell Lung Carcinoma,Chondrosarcoma,Arthritis, Adjuvant-Induced,Carcinoma of lung,Malignant tumor of cervix,Malignant neoplasm of urinary bladder","NA","NA","NA","NA","NA","2714776"
"4783","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000267740","AC024592.12","OTTHUMT00000452250","5867615-5903703","-","ENSE00002930191, ENSE00003642587, ENSE00003690539, ENSE00002923132","4","NA","NA","NA","NA","NA","NA","NA","2714776"
"4784","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000123154","WDR83","OTTHUMT00000403657","12670248-12675561","+","ENSE00002426103, ENSE00003610721, ENSE00003640233, ENSE00002411944, ENSE00003566739, ENSE00003585186, ENSE00003489601, ENSE00002334058","8","WD repeat domain 83","Malignant neoplasm of stomach,Stomach Carcinoma","NA","NA","NA","NA","NA","2714776"
"4785","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000160633","SAFB","OTTHUMT00000451641","5623099-5668478","+","ENSE00002927887, ENSE00003622280, ENSE00003539095, ENSE00003559106, ENSE00003686459, ENSE00003529227, ENSE00003646475, ENSE00003586786, ENSE00003487987, ENSE00003583739, ENSE00003630795, ENSE000036919","21","scaffold attachment factor B","Squamous cell carcinoma,Cervix carcinoma,Nonorganic psychosis,Psychotic Disorders,Syphilis,Neoplasm Metastasis,Schizoaffective Disorder,Malignant neoplasm of breast,Interstitial fibrosis,Punctate inner choroidopathy,Mammary Neoplasms,Breast Carcinoma,Bipolar I disorder,Carcinogenesis,MRSA - Methicillin resistant Staphylococcus aureus infection,Eosinophilic esophagitis,Gastroesophageal reflux disease,Malignant tumor of cervix,Adenocarcinoma Of Esophagus,Barrett Esophagus,Acral pseudolymphomatous angiokeratoma of children (APACHE),Influenza,Cholangiocarcinoma,Smith-Lemli-Opitz Syndrome,Nosocomial pneumonia,Schizophrenia,Squamous cell carcinoma of esophagus,Adenocarcinoma,Infectious disease of lung","NA","NA","NA","NA","NA","2714776"
"4786","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000196365","LONP1","OTTHUMT00000451667","5691835-5720572","-","ENSE00003546996, ENSE00003568835, ENSE00003616601, ENSE00003515368, ENSE00003652842, ENSE00003548150, ENSE00003674759, ENSE00003642154, ENSE00003580175, ENSE00003527974, ENSE00003589884, ENSE000034619","18","lon peptidase 1, mitochondrial","Agenesis of corpus callosum,Mammary Neoplasms,CODAS syndrome,Autosomal dominant retinitis pigmentosa,Hematologic Neoplasms,Pancreatic Ductal Adenocarcinoma,Prostatic Neoplasms,Multiple Myeloma,Pancreatic carcinoma,Leukemia, Myelocytic, Acute,Diabetes Mellitus,Pyelonephritis,viral leukemogenesis,Hormone refractory prostate cancer,Primary central nervous system lymphoma,Carcinoma of larynx,Trisomy,Diabetic Cardiomyopathies,Squamous cell carcinoma of the head and neck,Colorectal Cancer,Prostatic Intraepithelial Neoplasias,Diffuse Large B-Cell Lymphoma,Prostate carcinoma,Hematopoietic Neoplasms,alpha-1-Antitrypsin Deficiency, Autosomal Recessive,Skin Neoplasms,Lung Neoplasms,Ischemia,Breast Carcinoma,HIV Infections,Hodgkin Disease,Primary cutaneous marginal zone B-cell lymphoma,Tumor Progression,B-Cell Lymphomas,Secondary malignant neoplasm of lymph node,Leukemogenesis,High-Grade Prostatic Intraepithelial Neoplasia,alpha 1-Antitrypsin Deficiency,Persistent lymphocytosis,Colon Carcinoma,Pre","NA","NA","NA","NA","NA","2714776"
"4787","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000171124","FUT3","OTTHUMT00000452205","5842891-5851474","-","ENSE00002915133, ENSE00002852263, ENSE00001562680","3","fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)","Malignant neoplasm of stomach,Asthma,Colorectal Cancer,Malignant neoplasm of lung,Colorectal cancer metastatic,Primary sclerosing cholangitis,Neoplasm Metastasis,Malignant neoplasm of breast,Obesity,Helicobacter pylori infection,Carotid Atherosclerosis,melanoma,Carcinoma of lung,Cardiovascular Diseases,Infection,Cystic Fibrosis,Pseudomonas Infections,Pancreatic Neoplasm,Enteritis due to Norovirus,leukemia,Lung diseases,Pancreatic carcinoma,Colorectal Carcinoma,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site,Malignant neoplasm of pancreas,Stomach Carcinoma,Respiratory Tract Diseases,Crohn Disease,Respiration Disorders,Cholangiocarcinoma,Glioblastoma,Colon Carcinoma","NA","NA","NA","NA","NA","2714776"
"4788","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000060566","CREB3L3","OTTHUMT00000457924","4153640-4171969","+","ENSE00003052540, ENSE00003632068, ENSE00003104494, ENSE00001146956, ENSE00001146947, ENSE00003579081, ENSE00003627215, ENSE00003659868, ENSE00003625213, ENSE00003116957","10","cAMP responsive element binding protein 3-like 3","Adenoma,Hyperlipoproteinemia Type V,Liver carcinoma,Liver neoplasms,Hepatitis B","NA","NA","NA","NA","NA","2714776"
"4789","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000223547","ZNF844","OTTHUMT00000403772","12064731-12075881","+","ENSE00002395564, ENSE00001695350","2","NA","NA","NA","NA","NA","NA","NA","2714776"
"4790","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000130173","ANGPTL8","OTTHUMT00000453176","11239897-11241943","+","ENSE00002937248, ENSE00001322319, ENSE00001311917","3","NA","NA","NA","NA","NA","NA","NA","2714776"
"4791","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105401","CDC37","OTTHUMT00000451992","10393095-10403517","-","ENSE00002827903, ENSE00003623103, ENSE00002892061, ENSE00002943032, ENSE00003485924, ENSE00002964778","6","cell division cycle 37","invasive aspergillosis,Prostatic Hyperplasia,Inflammatory Bowel Diseases,Liver carcinoma,Malignant tumor of colon,Malignant neoplasm of prostate,Prostatic Neoplasms,Prostate carcinoma,Leukemia, B-Cell,Multiple Myeloma,Peutz-Jeghers Syndrome,Chronic Lymphocytic Leukemia,Nasopharyngeal carcinoma,Hepatitis B,Colon Carcinoma,Liver neoplasms","NA","NA","NA","NA","NA","2714776"
"4792","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000267001","AC006538.4","OTTHUMT00000451444","2717769-2740048","-","ENSE00002933485, ENSE00003557857, ENSE00001150027","3","NA","NA","NA","NA","NA","NA","NA","2714776"
"4793","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000198356","ASNA1","OTTHUMT00000450921","12737139-12748323","+","ENSE00002912171, ENSE00002768907, ENSE00003684440, ENSE00000681719, ENSE00001505519, ENSE00000681709, ENSE00000681706, ENSE00000836333","8","arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)","Leukodystrophy, Metachromatic,Mental disorders","NA","NA","NA","NA","NA","2714776"
"4794","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000115286","NDUFS7","OTTHUMT00000473517","1383904-1395581","+","ENSE00003546683, ENSE00003507019, ENSE00003660932, ENSE00003605499, ENSE00003576835, ENSE00003489963, ENSE00002299911","7","NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)","Leigh Disease,melanoma,MITOCHONDRIAL COMPLEX I DEFICIENCY,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,Colorectal cancer metastatic,Diabetes Mellitus,NADH:Q(1) Oxidoreductase deficiency,Nicotinamide adenine dinucleotide coenzyme Q reductase deficiency,Diabetes","NA","NA","NA","NA","NA","2714776"
